datetime,GSM_X_RE,GSM_Y_RE,GSM_Z_RE
2011-02-04 04:08:00,0.12,1.44,0.09
2011-02-04 04:09:00,0.05,1.44,0.06
2011-02-04 04:10:00,-0.03,1.45,0.03
2011-02-04 04:11:00,-0.11,1.44,0.01
2011-02-04 04:12:00,-0.19,1.44,-0.02
2011-02-04 04:13:00,-0.27,1.44,-0.05
2011-02-04 04:14:00,-0.34,1.43,-0.08
2011-02-04 04:15:00,-0.42,1.42,-0.1
2011-02-04 04:16:00,-0.5,1.4,-0.13
2011-02-04 04:17:00,-0.57,1.39,-0.16
2011-02-04 04:18:00,-0.65,1.37,-0.18
2011-02-04 04:19:00,-0.72,1.35,-0.21
2011-02-04 04:20:00,-0.79,1.33,-0.24
2011-02-04 04:21:00,-0.86,1.31,-0.26
2011-02-04 04:22:00,-0.93,1.28,-0.29
2011-02-04 04:23:00,-1.0,1.25,-0.31
2011-02-04 04:24:00,-1.07,1.22,-0.34
2011-02-04 04:25:00,-1.13,1.19,-0.36
2011-02-04 04:26:00,-1.2,1.16,-0.38
2011-02-04 04:27:00,-1.26,1.13,-0.41
2011-02-04 04:28:00,-1.32,1.09,-0.43
2011-02-04 04:29:00,-1.38,1.06,-0.45
2011-02-04 04:30:00,-1.44,1.02,-0.47
2011-02-04 04:31:00,-1.5,0.98,-0.49
2011-02-04 04:32:00,-1.56,0.94,-0.51
2011-02-04 04:33:00,-1.61,0.9,-0.53
2011-02-04 04:34:00,-1.67,0.86,-0.55
2011-02-04 04:35:00,-1.72,0.82,-0.57
2011-02-04 04:36:00,-1.77,0.78,-0.59
2011-02-04 04:37:00,-1.82,0.74,-0.61
2011-02-04 04:38:00,-1.87,0.7,-0.62
2011-02-04 04:39:00,-1.92,0.65,-0.64
2011-02-04 04:40:00,-1.97,0.61,-0.66
2011-02-04 04:41:00,-2.01,0.57,-0.67
2011-02-04 04:42:00,-2.06,0.52,-0.69
2011-02-04 04:43:00,-2.1,0.48,-0.71
2011-02-04 04:44:00,-2.14,0.43,-0.72
2011-02-04 04:45:00,-2.19,0.39,-0.73
2011-02-04 04:46:00,-2.23,0.34,-0.75
2011-02-04 04:47:00,-2.27,0.3,-0.76
2011-02-04 04:48:00,-2.31,0.25,-0.78
2011-02-04 04:49:00,-2.35,0.21,-0.79
2011-02-04 04:50:00,-2.38,0.16,-0.8
2011-02-04 04:51:00,-2.42,0.12,-0.81
2011-02-04 04:52:00,-2.46,0.07,-0.83
2011-02-04 04:53:00,-2.49,0.02,-0.84
2011-02-04 04:54:00,-2.53,-0.02,-0.85
2011-02-04 04:55:00,-2.56,-0.07,-0.86
2011-02-04 04:56:00,-2.59,-0.11,-0.87
2011-02-04 04:57:00,-2.62,-0.16,-0.88
2011-02-04 04:58:00,-2.66,-0.2,-0.89
2011-02-04 04:59:00,-2.69,-0.25,-0.9
2011-02-04 05:00:00,-2.72,-0.3,-0.91
2011-02-04 05:01:00,-2.75,-0.34,-0.92
2011-02-04 05:02:00,-2.78,-0.39,-0.93
2011-02-04 05:03:00,-2.8,-0.43,-0.94
2011-02-04 05:04:00,-2.83,-0.48,-0.95
2011-02-04 05:05:00,-2.86,-0.52,-0.95
2011-02-04 05:06:00,-2.89,-0.57,-0.96
2011-02-04 05:07:00,-2.91,-0.61,-0.97
2011-02-04 05:08:00,-2.94,-0.66,-0.98
2011-02-04 05:09:00,-2.96,-0.7,-0.98
2011-02-04 05:10:00,-2.99,-0.75,-0.99
2011-02-04 05:11:00,-3.01,-0.79,-1.0
2011-02-04 05:12:00,-3.04,-0.84,-1.0
2011-02-04 05:13:00,-3.06,-0.88,-1.01
2011-02-04 05:14:00,-3.08,-0.93,-1.01
2011-02-04 05:15:00,-3.1,-0.97,-1.02
2011-02-04 05:16:00,-3.13,-1.01,-1.03
2011-02-04 05:17:00,-3.15,-1.06,-1.03
2011-02-04 05:18:00,-3.17,-1.1,-1.04
2011-02-04 05:19:00,-3.19,-1.15,-1.04
2011-02-04 05:20:00,-3.21,-1.19,-1.05
2011-02-04 05:21:00,-3.23,-1.23,-1.05
2011-02-04 05:22:00,-3.25,-1.28,-1.05
2011-02-04 05:23:00,-3.27,-1.32,-1.06
2011-02-04 05:24:00,-3.29,-1.36,-1.06
2011-02-04 05:25:00,-3.31,-1.4,-1.07
2011-02-04 05:26:00,-3.32,-1.45,-1.07
2011-02-04 05:27:00,-3.34,-1.49,-1.07
2011-02-04 05:28:00,-3.36,-1.53,-1.08
2011-02-04 05:29:00,-3.38,-1.57,-1.08
2011-02-04 05:30:00,-3.39,-1.62,-1.08
2011-02-04 05:31:00,-3.41,-1.66,-1.08
2011-02-04 05:32:00,-3.43,-1.7,-1.09
2011-02-04 05:33:00,-3.44,-1.74,-1.09
