datetime,GSM_X_RE,GSM_Y_RE,GSM_Z_RE
2012-03-17 02:54:00,0.09,1.55,0.15
2012-03-17 02:55:00,0.01,1.55,0.15
2012-03-17 02:56:00,-0.07,1.55,0.16
2012-03-17 02:57:00,-0.15,1.55,0.16
2012-03-17 02:58:00,-0.23,1.54,0.16
2012-03-17 02:59:00,-0.3,1.54,0.17
2012-03-17 03:00:00,-0.38,1.53,0.17
2012-03-17 03:01:00,-0.46,1.52,0.17
2012-03-17 03:02:00,-0.54,1.51,0.17
2012-03-17 03:03:00,-0.61,1.49,0.17
2012-03-17 03:04:00,-0.69,1.48,0.17
2012-03-17 03:05:00,-0.76,1.46,0.17
2012-03-17 03:06:00,-0.84,1.44,0.18
2012-03-17 03:07:00,-0.91,1.42,0.18
2012-03-17 03:08:00,-0.98,1.39,0.18
2012-03-17 03:09:00,-1.05,1.37,0.18
2012-03-17 03:10:00,-1.12,1.34,0.18
2012-03-17 03:11:00,-1.19,1.32,0.18
2012-03-17 03:12:00,-1.26,1.29,0.18
2012-03-17 03:13:00,-1.32,1.26,0.18
2012-03-17 03:14:00,-1.39,1.23,0.18
2012-03-17 03:15:00,-1.45,1.19,0.18
2012-03-17 03:16:00,-1.51,1.16,0.18
2012-03-17 03:17:00,-1.57,1.13,0.17
2012-03-17 03:18:00,-1.63,1.09,0.17
2012-03-17 03:19:00,-1.69,1.06,0.17
2012-03-17 03:20:00,-1.75,1.02,0.17
2012-03-17 03:21:00,-1.81,0.98,0.17
2012-03-17 03:22:00,-1.86,0.95,0.17
2012-03-17 03:23:00,-1.91,0.91,0.17
2012-03-17 03:24:00,-1.97,0.87,0.17
2012-03-17 03:25:00,-2.02,0.83,0.17
2012-03-17 03:26:00,-2.07,0.79,0.17
2012-03-17 03:27:00,-2.12,0.75,0.16
2012-03-17 03:28:00,-2.17,0.71,0.16
2012-03-17 03:29:00,-2.22,0.67,0.16
2012-03-17 03:30:00,-2.26,0.63,0.16
2012-03-17 03:31:00,-2.31,0.59,0.16
2012-03-17 03:32:00,-2.35,0.54,0.16
2012-03-17 03:33:00,-2.4,0.5,0.16
2012-03-17 03:34:00,-2.44,0.46,0.16
2012-03-17 03:35:00,-2.48,0.42,0.15
2012-03-17 03:36:00,-2.53,0.38,0.15
2012-03-17 03:37:00,-2.57,0.33,0.15
2012-03-17 03:38:00,-2.61,0.29,0.15
2012-03-17 03:39:00,-2.64,0.25,0.15
2012-03-17 03:40:00,-2.68,0.21,0.15
2012-03-17 03:41:00,-2.72,0.16,0.15
2012-03-17 03:42:00,-2.76,0.12,0.15
2012-03-17 03:43:00,-2.79,0.08,0.15
2012-03-17 03:44:00,-2.83,0.03,0.14
2012-03-17 03:45:00,-2.86,-0.01,0.14
2012-03-17 03:46:00,-2.9,-0.05,0.14
2012-03-17 03:47:00,-2.93,-0.09,0.14
2012-03-17 03:48:00,-2.96,-0.14,0.14
2012-03-17 03:49:00,-2.99,-0.18,0.14
2012-03-17 03:50:00,-3.03,-0.22,0.14
2012-03-17 03:51:00,-3.06,-0.27,0.14
2012-03-17 03:52:00,-3.09,-0.31,0.14
2012-03-17 03:53:00,-3.12,-0.35,0.14
2012-03-17 03:54:00,-3.15,-0.39,0.13
2012-03-17 03:55:00,-3.17,-0.44,0.13
2012-03-17 03:56:00,-3.2,-0.48,0.13
2012-03-17 03:57:00,-3.23,-0.52,0.13
2012-03-17 03:58:00,-3.26,-0.56,0.13
2012-03-17 03:59:00,-3.28,-0.6,0.13
2012-03-17 04:00:00,-3.31,-0.65,0.13
2012-03-17 04:01:00,-3.33,-0.69,0.13
2012-03-17 04:02:00,-3.36,-0.73,0.13
2012-03-17 04:03:00,-3.38,-0.77,0.13
2012-03-17 04:04:00,-3.41,-0.81,0.13
2012-03-17 04:05:00,-3.43,-0.86,0.13
2012-03-17 04:06:00,-3.46,-0.9,0.13
2012-03-17 04:07:00,-3.48,-0.94,0.13
2012-03-17 04:08:00,-3.5,-0.98,0.13
2012-03-17 04:09:00,-3.52,-1.02,0.13
2012-03-17 04:10:00,-3.54,-1.06,0.13
2012-03-17 04:11:00,-3.57,-1.1,0.13
2012-03-17 04:12:00,-3.59,-1.14,0.13
2012-03-17 04:13:00,-3.61,-1.18,0.13
2012-03-17 04:14:00,-3.63,-1.23,0.13
2012-03-17 04:15:00,-3.65,-1.27,0.13
2012-03-17 04:16:00,-3.67,-1.31,0.13
2012-03-17 04:17:00,-3.69,-1.35,0.13
2012-03-17 04:18:00,-3.7,-1.39,0.13
2012-03-17 04:19:00,-3.72,-1.43,0.13
2012-03-17 04:20:00,-3.74,-1.47,0.13
2012-03-17 04:21:00,-3.76,-1.51,0.13
2012-03-17 04:22:00,-3.78,-1.55,0.13
2012-03-17 04:23:00,-3.79,-1.58,0.13
2012-03-17 04:24:00,-3.81,-1.62,0.13
2012-03-17 04:25:00,-3.83,-1.66,0.13
2012-03-17 04:26:00,-3.84,-1.7,0.13
2012-03-17 04:27:00,-3.86,-1.74,0.14
2012-03-17 04:28:00,-3.87,-1.78,0.14
2012-03-17 04:29:00,-3.89,-1.82,0.14
2012-03-17 04:30:00,-3.91,-1.86,0.14
2012-03-17 04:31:00,-3.92,-1.9,0.14
2012-03-17 04:32:00,-3.93,-1.93,0.14
2012-03-17 04:33:00,-3.95,-1.97,0.14
2012-03-17 04:34:00,-3.96,-2.01,0.14
2012-03-17 04:35:00,-3.98,-2.05,0.14
2012-03-17 04:36:00,-3.99,-2.09,0.15
2012-03-17 04:37:00,-4.0,-2.12,0.15
2012-03-17 04:38:00,-4.02,-2.16,0.15
2012-03-17 04:39:00,-4.03,-2.2,0.15
2012-03-17 04:40:00,-4.04,-2.24,0.15
2012-03-17 04:41:00,-4.06,-2.27,0.15
2012-03-17 04:42:00,-4.07,-2.31,0.15
2012-03-17 04:43:00,-4.08,-2.35,0.16
2012-03-17 04:44:00,-4.09,-2.38,0.16
2012-03-17 04:45:00,-4.1,-2.42,0.16
2012-03-17 04:46:00,-4.11,-2.46,0.16
2012-03-17 04:47:00,-4.13,-2.49,0.16
2012-03-17 04:48:00,-4.14,-2.53,0.16
2012-03-17 04:49:00,-4.15,-2.57,0.17
2012-03-17 04:50:00,-4.16,-2.6,0.17
2012-03-17 04:51:00,-4.17,-2.64,0.17
2012-03-17 04:52:00,-4.18,-2.67,0.17
2012-03-17 04:53:00,-4.19,-2.71,0.17
2012-03-17 04:54:00,-4.2,-2.75,0.18
2012-03-17 04:55:00,-4.21,-2.78,0.18
2012-03-17 04:56:00,-4.22,-2.82,0.18
2012-03-17 04:57:00,-4.23,-2.85,0.18
2012-03-17 04:58:00,-4.24,-2.89,0.19
2012-03-17 04:59:00,-4.25,-2.92,0.19
2012-03-17 05:00:00,-4.25,-2.96,0.19
2012-03-17 05:01:00,-4.26,-2.99,0.19
2012-03-17 05:02:00,-4.27,-3.02,0.2
2012-03-17 05:03:00,-4.28,-3.06,0.2
2012-03-17 05:04:00,-4.29,-3.09,0.2
2012-03-17 05:05:00,-4.3,-3.13,0.2
2012-03-17 05:06:00,-4.3,-3.16,0.21
2012-03-17 05:07:00,-4.31,-3.2,0.21
2012-03-17 05:08:00,-4.32,-3.23,0.21
2012-03-17 05:09:00,-4.33,-3.26,0.21
2012-03-17 05:10:00,-4.33,-3.3,0.22
2012-03-17 05:11:00,-4.34,-3.33,0.22
2012-03-17 05:12:00,-4.35,-3.36,0.22
2012-03-17 05:13:00,-4.35,-3.4,0.23
2012-03-17 05:14:00,-4.36,-3.43,0.23
2012-03-17 05:15:00,-4.37,-3.46,0.23
2012-03-17 05:16:00,-4.37,-3.5,0.24
2012-03-17 05:17:00,-4.38,-3.53,0.24
2012-03-17 05:18:00,-4.39,-3.56,0.24
2012-03-17 05:19:00,-4.39,-3.6,0.24
2012-03-17 05:20:00,-4.4,-3.63,0.25
2012-03-17 05:21:00,-4.4,-3.66,0.25
2012-03-17 05:22:00,-4.41,-3.69,0.25
2012-03-17 05:23:00,-4.41,-3.72,0.26
2012-03-17 05:24:00,-4.42,-3.76,0.26
2012-03-17 05:25:00,-4.42,-3.79,0.27
2012-03-17 05:26:00,-4.43,-3.82,0.27
2012-03-17 05:27:00,-4.43,-3.85,0.27
2012-03-17 05:28:00,-4.44,-3.88,0.28
2012-03-17 05:29:00,-4.44,-3.92,0.28
2012-03-17 05:30:00,-4.45,-3.95,0.28
2012-03-17 05:31:00,-4.45,-3.98,0.29
2012-03-17 05:32:00,-4.46,-4.01,0.29
2012-03-17 05:33:00,-4.46,-4.04,0.29
2012-03-17 05:34:00,-4.47,-4.07,0.3
2012-03-17 05:35:00,-4.47,-4.1,0.3
2012-03-17 05:36:00,-4.47,-4.13,0.31
2012-03-17 05:37:00,-4.48,-4.16,0.31
2012-03-17 05:38:00,-4.48,-4.19,0.31
2012-03-17 05:39:00,-4.48,-4.22,0.32
2012-03-17 05:40:00,-4.49,-4.26,0.32
2012-03-17 05:41:00,-4.49,-4.29,0.33
2012-03-17 05:42:00,-4.5,-4.32,0.33
2012-03-17 05:43:00,-4.5,-4.35,0.33
2012-03-17 05:44:00,-4.5,-4.38,0.34
2012-03-17 05:45:00,-4.5,-4.41,0.34
2012-03-17 05:46:00,-4.51,-4.44,0.35
2012-03-17 05:47:00,-4.51,-4.46,0.35
2012-03-17 05:48:00,-4.51,-4.49,0.36
2012-03-17 05:49:00,-4.52,-4.52,0.36
2012-03-17 05:50:00,-4.52,-4.55,0.37
2012-03-17 05:51:00,-4.52,-4.58,0.37
2012-03-17 05:52:00,-4.52,-4.61,0.37
2012-03-17 05:53:00,-4.52,-4.64,0.38
2012-03-17 05:54:00,-4.53,-4.67,0.38
2012-03-17 05:55:00,-4.53,-4.7,0.39
2012-03-17 05:56:00,-4.53,-4.73,0.39
2012-03-17 05:57:00,-4.53,-4.76,0.4
2012-03-17 05:58:00,-4.53,-4.78,0.4
2012-03-17 05:59:00,-4.54,-4.81,0.41
2012-03-17 06:00:00,-4.54,-4.84,0.41
2012-03-17 06:01:00,-4.54,-4.87,0.42
2012-03-17 06:02:00,-4.54,-4.9,0.42
2012-03-17 06:03:00,-4.54,-4.93,0.43
2012-03-17 06:04:00,-4.54,-4.95,0.43
2012-03-17 06:05:00,-4.54,-4.98,0.44
2012-03-17 06:06:00,-4.55,-5.01,0.44
2012-03-17 06:07:00,-4.55,-5.04,0.45
2012-03-17 06:08:00,-4.55,-5.07,0.45
2012-03-17 06:09:00,-4.55,-5.09,0.46
2012-03-17 06:10:00,-4.55,-5.12,0.46
2012-03-17 06:11:00,-4.55,-5.15,0.47
2012-03-17 06:12:00,-4.55,-5.17,0.47
2012-03-17 06:13:00,-4.55,-5.2,0.48
2012-03-17 06:14:00,-4.55,-5.23,0.48
2012-03-17 06:15:00,-4.55,-5.26,0.49
2012-03-17 06:16:00,-4.55,-5.28,0.49
2012-03-17 06:17:00,-4.55,-5.31,0.5
2012-03-17 06:18:00,-4.55,-5.34,0.5
